OBJECTID,Permanent_,FDate,Resolution,GNIS_ID,GNIS_Name,AreaSqKm,Elevation,ReachCode,FType,FCode,Visibility,Shape_Leng,Shape_Area,area_m2
933,125961024,2014-03-21,2,NA,NA,0.01242457,0,03080103019336,390,39001,100000,0.00422178230805,1.15870161428e-6,12424.573514765128
17926,{90F2DD16-FDF7-4DAC-9935-709F7D09DD3A},2014-03-21,2,NA,NA,0.01230731,0,NA,466,46600,24000,0.0044026336461,1.14701742875e-6,12307.309404309839
418,113631219,2003-12-12,2,NA,NA,0.012,0,NA,466,46600,24000,0.00428495665569,1.14237606309e-6,12251.988354987
101,125960571,2014-03-21,2,NA,NA,0.01219494,0,03080103003317,436,43600,100000,0.00384828237697,1.13641771063e-6,12194.94360307185
9259,125960630,2004-09-27,2,NA,NA,0.012,0,NA,466,46600,24000,0.0100474896844,1.12674193427e-6,12094.077739031512
3595,125961050,2014-03-21,2,NA,NA,0.01195177,0,03080103031822,390,39004,100000,0.00395694369655,1.11432929594e-6,11951.771944083739
11619,125961022,2014-03-21,2,NA,NA,0.01191483,0,03080103019337,390,39001,100000,0.00393885720911,1.11119148796e-6,11914.826954552904
17919,{A51A0D25-899C-499F-BDAE-BC74D6E3E53B},2014-03-21,2,NA,NA,0.0118911,0,NA,466,46600,24000,0.00406605438268,1.10879938084e-6,11891.096073888242
18091,{3EFA4F8B-F33E-4689-9EB1-5018BAA692FE},2014-03-21,2,NA,NA,0.010855,0,NA,466,46600,24000,0.00400651170097,1.01157995023e-6,10855.001424637216
14145,125960627,2004-09-27,2,NA,NA,0.011,0,NA,466,46600,24000,0.0037325172817,9.93922459144e-7,10667.347526461992
3085,112665266,2009-11-04,2,NA,NA,0.011,0,03080102015345,466,46600,24000,0.00378896016858,9.80346678699e-7,10520.898941852618
3082,167768709,2009-11-04,2,NA,NA,0.01,0,NA,466,46600,24000,0.0036463969891,9.78506635715e-7,10497.432148894295
14597,125960625,2004-09-27,2,NA,NA,0.01,0,NA,466,46600,24000,0.00358021600974,9.72281994732e-7,10434.933470459655
18169,{2DE24BD6-C99B-4D79-8545-EB1CFF6F2750},2014-03-21,2,NA,NA,0.01040817,0,NA,466,46600,24000,0.00526835354853,9.69933901061e-7,10408.174594262615
1286,125960949,2004-09-27,2,NA,NA,0.01,0,NA,466,46600,24000,0.00358496563445,9.49021734819e-7,10181.553471168503
11146,125960981,2004-09-27,2,NA,NA,0.01,0,NA,466,46600,24000,0.00374046751353,9.3624370156e-7,10045.43095126981
3117,112665252,2009-11-04,2,NA,NA,0.01,0,03080102015343,466,46600,24000,0.0045774422128,9.34708741102e-7,10030.899697262328
